,Unnamed: 0,rank,City,Country,Population,Prev,Growth,Area,GDP,Traffic_Index,CO2_Emission_Index,Temp_Jan,Temp_Feb,Temp_Mar,Temp_Apr,Temp_May,Temp_Jun,Temp_Jul,Temp_Aug,Temp_Sep,Temp_Oct,Temp_Nov,Temp_Dec,Temp_Avg,AQI_Avg,O3_Avg,SO2_Avg,PM2.5_Avg,PM10_Avg,CO_Avg,NO2_Avg,NO_Avg,NOX_Avg,C6H6_Avg,NMHC_Avg,GDP_Per_Capita,AQI_Max,AQI_Min,dominant_pollutant
822,822,823,Ibb,Yemen,690456,648889,0.0641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1029.3323,,,
823,823,824,Celaya,Mexico,689735,680971,0.0129,,,176.1,7044.33,,,,,,,,,,,,,,,,,,,,,,,,,9962.5973,,,
824,824,825,Al-Hudaydah,Yemen,689640,668899,0.031,,,,,25.0,26.0,27.0,30.0,32.0,32.0,33.0,32.0,31.0,28.0,26.0,25.0,29.0,,,,,,,,,,,,1029.3323,,,
825,825,826,Cheonan,South Korea,688543,679802,0.0129,636.2,,146.1,2766.2,-2.0,0.0,5.0,11.0,17.0,21.0,24.0,26.0,21.0,15.0,8.0,1.0,12.0,114.71974522292993,10.184713375796179,2.7261146496815285,45.11464968152866,66.89171974522293,820.5923566878981,22.471337579617835,8.713375796178344,15.414012738853502,0.7133757961783439,0.0,33999.6818,175.0,44.0,PM2.5
826,826,827,Jundiai,Brazil,688192,678521,0.0143,431.2,20.081,175.56,5556.94,,,,,,,,,,,,,,59.144654088050316,25.572327044025158,0.5911949685534591,16.761006289308177,39.503144654088054,340.92452830188677,21.943396226415093,0.06918238993710692,0.11320754716981132,0.8867924528301887,0.0,9638.1461,82.0,17.0,PM2.5
827,827,828,Gulbarga,India,687882,673027,0.0221,192,,205.21,6005.35,,,,,,,,,,,,,,125.39622641509433,25.81132075471698,6.3584905660377355,50.16981132075472,103.68553459119497,447.37106918238993,20.069182389937108,6.811320754716981,23.09433962264151,0.2830188679245283,0.0,2337.9495,182.0,43.0,PM2.5
828,828,829,Huambo,Angola,687795,671413,0.0244,,,,,27.0,27.0,28.0,28.0,27.0,23.0,22.0,22.0,23.0,25.0,27.0,27.0,25.0,,,,,,,,,,,,2841.6075,,,
829,829,830,Padova,Italy,687698,683604,0.006,92.85,,132.76,4262.63,,,,,,,,,,,,,,74.66666666666667,9.415094339622641,0.9119496855345912,23.867924528301888,27.42138364779874,404.1383647798742,18.59119496855346,0.05660377358490566,29.937106918238992,0.9811320754716981,0.0,34628.7455,123.0,22.0,PM2.5
830,830,831,Durgapur,India,686568,675384,0.0166,154,,205.21,6005.35,19.0,22.0,27.0,31.0,32.0,31.0,29.0,29.0,29.0,27.0,23.0,19.0,27.0,155.2012578616352,21.943396226415093,15.849056603773585,81.72955974842768,168.1761006289308,847.1572327044025,15.081761006289309,11.540880503144654,32.075471698113205,9.050314465408805,0.0,2337.9495,217.0,24.0,PM2.5
831,831,832,Kurnool,India,685818,665186,0.031,69.51,,205.21,6005.35,25.0,28.0,31.0,33.0,34.0,31.0,29.0,29.0,28.0,28.0,26.0,25.0,29.0,118.83018867924528,18.232704402515722,3.7358490566037736,46.924528301886795,90.44654088050315,562.3459119496855,13.81132075471698,3.0314465408805034,21.553459119496857,0.24528301886792453,0.0,2337.9495,178.0,59.0,PM2.5
832,832,833,El Paso,United States,685434,683581,0.0027,671.5,32.57,151.34,7301.07,8.0,10.0,14.0,19.0,24.0,28.0,28.0,28.0,24.0,19.0,12.0,7.0,18.0,68.07051282051282,17.5,0.6730769230769231,16.006410256410255,87.8525641025641,357.03205128205127,24.51923076923077,23.71794871794872,36.64102564102564,0.00641025641025641,0.0,66678.0263,156.0,27.0,PM10
833,833,834,Nantes,France,685377,677766,0.0112,65.19,51.0,125.7,3189.0,6.0,7.0,9.0,11.0,15.0,17.0,19.0,20.0,17.0,14.0,9.0,7.0,13.0,63.50955414012739,25.203821656050955,0.33121019108280253,18.273885350318473,32.12101910828026,142.4968152866242,21.85987261146497,4.076433121019108,1.7961783439490446,0.0,0.0,43958.7034,93.0,39.0,PM2.5
834,834,835,Buraydah,Saudi Arabia,684626,668775,0.0237,,,131.58,6872.21,13.0,16.0,20.0,26.0,31.0,34.0,35.0,35.0,33.0,28.0,20.0,15.0,26.0,,,,,,,,,,,,22355.5951,,,
835,835,836,Zagreb,Croatia,684524,684878,-0.0005,641,,100.34,3045.07,1.0,3.0,7.0,12.0,17.0,20.0,22.0,22.0,17.0,12.0,7.0,1.0,12.0,111.7051282051282,5.538461538461538,5.519230769230769,40.12179487179487,59.57692307692308,521.1794871794872,35.46153846153846,0.0,0.0,2.7435897435897436,0.0,15824.4789,153.0,62.0,PM2.5
836,836,837,Zhangjiagang,China,683500,656036,0.0419,,,154.61,3442.37,,,,,,,,,,,,,,,,,,,,,,,,,10710.3777,,,
837,837,838,Pontianak,Indonesia,680655,667910,0.0191,,,195.5,7119.87,27.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,,,,,,,,,,,,4374.1938,,,
838,838,839,Amara,Iraq,680156,655663,0.0374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5996.5007,,,
839,839,840,Liege,Belgium,679895,677589,0.0034,,,149.16,4772.49,3.0,4.0,7.0,10.0,14.0,16.0,18.0,18.0,15.0,11.0,7.0,4.0,10.0,,,,,,,,,,,,47607.0736,,,
840,840,841,Taicang,China,679623,654441,0.0385,,,154.61,3442.37,,,,,,,,,,,,,,,,,,,,,,,,,10710.3777,,,
841,841,842,Nashville,United States,678448,674634,0.0057,1.362,132.202,151.34,7301.07,4.0,6.0,10.0,16.0,20.0,25.0,27.0,26.0,22.0,16.0,10.0,5.0,16.0,59.12101910828026,25.89171974522293,1.019108280254777,16.687898089171973,35.859872611464965,150.74522292993632,16.719745222929937,0.0,0.0,0.0,0.0,66678.0263,94.0,24.0,PM2.5
842,842,843,Genoa,Italy,677222,679613,-0.0035,243,,132.76,4262.63,9.0,10.0,12.0,14.0,19.0,22.0,25.0,25.0,22.0,18.0,13.0,10.0,17.0,70.61538461538461,20.621794871794872,1.391025641025641,21.923076923076923,29.583333333333332,357.03205128205127,27.141025641025642,2.378205128205128,16.608974358974358,1.7307692307692308,0.0,34628.7455,114.0,30.0,PM2.5
843,843,844,Ezhou,China,676600,668405,0.0123,1.594,,154.61,3442.37,,,,,,,,,,,,,,56.48076923076923,13.884615384615385,1.1474358974358974,15.916666666666666,43.53846153846154,394.34615384615387,24.26923076923077,6.596153846153846,22.19871794871795,0.01282051282051282,0.0,10710.3777,78.0,26.0,PM2.5
844,844,845,Santiago,Dominican Republic,672272,664575,0.0116,641,,,,24.0,24.0,25.0,26.0,27.0,28.0,28.0,28.0,28.0,27.0,26.0,25.0,26.0,71.38323353293413,24.197604790419163,2.07185628742515,21.898203592814372,70.9880239520958,519.1137724550898,39.538922155688624,0.0,0.0,0.0,0.0,8258.3032,93.0,58.0,PM2.5
845,845,846,Mar Del Plata,Argentina,672116,665707,0.0096,79.48,,169.84,4095.17,21.0,20.0,19.0,15.0,12.0,9.0,8.0,9.0,11.0,13.0,16.0,19.0,14.0,39.550632911392405,16.879746835443036,0.056962025316455694,9.867088607594937,18.28481012658228,77.63924050632912,4.620253164556962,0.0,0.0,0.0,0.0,11300.1571,93.0,14.0,PM2.5
846,846,847,Tamale,Ghana,671812,641911,0.0466,,,,,29.0,32.0,33.0,31.0,30.0,29.0,27.0,27.0,27.0,28.0,29.0,28.0,29.0,,,,,,,,,,,,2277.3133,,,
847,847,848,Zhoukou,China,671419,650060,0.0329,,,154.61,3442.37,,,,,,,,,,,,,,,,,,,,,,,,,10710.3777,,,
848,848,849,Lodz,Poland,671395,676830,-0.008,293.2,,109.92,3009.75,-2.0,-1.0,3.0,9.0,14.0,17.0,20.0,19.0,14.0,9.0,5.0,1.0,9.0,99.49044585987261,8.585987261146498,2.1974522292993632,35.031847133757964,50.30573248407644,537.3057324840764,26.280254777070063,0.0,31.191082802547772,2.5923566878980893,0.0,17019.1792,151.0,32.0,PM2.5
849,849,850,Goma,DR Congo,670218,634197,0.0568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568.0465,,,
850,850,851,Oklahoma City,United States,669347,662202,0.0108,1.608,81.016,151.34,7301.07,4.0,6.0,11.0,16.0,21.0,25.0,28.0,28.0,23.0,17.0,10.0,5.0,16.0,59.7515923566879,25.828025477707005,0.1337579617834395,16.471337579617835,59.40764331210191,509.9872611464968,24.872611464968152,12.070063694267516,26.159235668789808,0.11464968152866242,0.0,66678.0263,151.0,22.0,PM2.5
851,851,852,Lattakia,Syria,668809,655714,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212.7072,,,
852,852,853,Las Vegas,United States,667501,659410,0.0123,352,122.423,151.34,7301.07,9.0,12.0,16.0,20.0,25.0,30.0,33.0,33.0,28.0,21.0,13.0,8.0,21.0,56.49032258064516,19.10322580645161,0.5741935483870968,14.103225806451613,63.0258064516129,367.10967741935485,31.664516129032258,29.232258064516127,0.6258064516129033,0.0,0.0,66678.0263,105.0,30.0,PM10
853,853,854,Tabuk,Saudi Arabia,667155,657277,0.015,,,131.58,6872.21,11.0,14.0,17.0,23.0,27.0,30.0,32.0,32.0,29.0,25.0,18.0,13.0,22.0,,,,,,,,,,,,22355.5951,,,
854,854,855,Ankang,China,666656,636293,0.0477,,,154.61,3442.37,,,,,,,,,,,,,,,,,,,,,,,,,10710.3777,,,
855,855,856,General Santos City,Philippines,665418,652723,0.0194,492.9,,192.88,6379.59,27.0,28.0,28.0,29.0,28.0,28.0,27.0,27.0,27.0,28.0,28.0,28.0,28.0,45.22784810126582,26.272151898734176,0.012658227848101266,12.455696202531646,16.841772151898734,182.96835443037975,3.5569620253164556,0.8670886075949367,0.0189873417721519,0.0,0.0,3503.4562,97.0,17.0,PM2.5
856,856,857,Renqiu,China,664262,640271,0.0375,,,154.61,3442.37,,,,,,,,,,,,,,,,,,,,,,,,,10710.3777,,,
857,857,858,Detroit,United States,664139,667085,-0.0044,370.1,269.85,151.34,7301.07,-3.0,-2.0,3.0,9.0,16.0,21.0,24.0,23.0,18.0,12.0,5.0,0.0,10.0,49.39873417721519,19.443037974683545,1.6518987341772151,12.430379746835444,48.31645569620253,246.63924050632912,22.575949367088608,0.0,0.0,0.0,0.0,66678.0263,82.0,26.0,PM2.5
858,858,859,Manama,Bahrain,663893,634508,0.0463,30,,,,18.0,19.0,22.0,27.0,32.0,35.0,36.0,36.0,34.0,31.0,25.0,19.0,28.0,137.89808917197453,36.81528662420382,38.33757961783439,56.28662420382165,104.5732484076433,211.68789808917197,36.5859872611465,0.0,0.0,0.0,0.0,23283.8146,169.0,46.0,PM2.5
859,859,860,Loudi,China,663765,639167,0.0385,,,154.61,3442.37,,,,,,,,,,,,,,,,,,,,,,,,,10710.3777,,,
860,860,861,Jeonju,South Korea,663607,663145,0.0007,,,146.1,2766.2,-1.0,2.0,6.0,11.0,17.0,22.0,25.0,26.0,22.0,16.0,9.0,2.0,13.0,,,,,,,,,,,,33999.6818,,,
861,861,862,Bijie,China,662697,637795,0.039,,,154.61,3442.37,,,,,,,,,,,,,,,,,,,,,,,,,10710.3777,,,
862,862,863,Portland,United States,662549,658645,0.0059,375.5,164.419,151.34,7301.07,5.0,7.0,9.0,11.0,15.0,18.0,21.0,21.0,18.0,13.0,8.0,5.0,13.0,49.81012658227848,14.816455696202532,1.6012658227848102,12.968354430379748,33.392405063291136,144.23417721518987,20.569620253164558,7.575949367088608,16.936708860759495,0.0,0.0,66678.0263,157.0,20.0,PM2.5
863,863,864,Sokoto,Nigeria,662173,641249,0.0326,25.973,,307.47,7925.7,25.0,29.0,32.0,35.0,35.0,33.0,30.0,28.0,30.0,31.0,29.0,25.0,30.0,49.46666666666667,6.4,0.4666666666666667,4.933333333333334,12.333333333333334,53.333333333333336,8.933333333333334,2.2666666666666666,6.933333333333334,0.0,0.0,2346.8323,,,PM2.5
864,864,865,Qinzhou,China,661953,644359,0.0273,,,154.61,3442.37,,,,,,,,,,,,,,,,,,,,,,,,,10710.3777,,,
865,865,866,Macao,Macau,661838,651875,0.0153,115.3,,,,,,,,,,,,,,,,,85.1656050955414,44.89171974522293,3.3248407643312103,25.656050955414013,63.54140127388535,535.859872611465,27.808917197452228,0.0,0.0,0.0,0.0,94408.5153,180.0,53.0,PM2.5
866,866,867,Samsun,Turkey,660863,642592,0.0284,,,191.94,5939.33,6.0,7.0,9.0,12.0,16.0,21.0,23.0,24.0,20.0,17.0,12.0,9.0,15.0,,,,,,,,,,,,9519.3901,,,
867,867,868,Denizli,Turkey,660643,644782,0.0246,,,191.94,5939.33,7.0,8.0,12.0,16.0,21.0,26.0,29.0,29.0,25.0,18.0,13.0,9.0,18.0,,,,,,,,,,,,9519.3901,,,
868,868,869,Zhoushan,China,659777,647419,0.0191,1.378,,154.61,3442.37,,,,,,,,,,,,,,52.95569620253165,25.848101265822784,0.9493670886075949,13.917721518987342,25.468354430379748,148.08860759493672,15.651898734177216,0.0,0.0,0.0,0.0,10710.3777,101.0,24.0,PM2.5
869,869,870,Busto Arsizio,Italy,657698,654258,0.0053,,,132.76,4262.63,3.0,5.0,9.0,13.0,19.0,22.0,25.0,24.0,20.0,14.0,8.0,4.0,14.0,,,,,,,,,,,,34628.7455,,,
870,870,871,Tongxiang,China,656136,629527,0.0423,,,154.61,3442.37,,,,,,,,,,,,,,,,,,,,,,,,,10710.3777,,,
871,871,872,Longhai,China,655081,631203,0.0378,,,154.61,3442.37,,,,,,,,,,,,,,,,,,,,,,,,,10710.3777,,,
872,872,873,Puyang,China,654261,632347,0.0347,,,154.61,3442.37,,,,,,,,,,,,,,,,,,,,,,,,,10710.3777,,,
873,873,874,Hezhou,China,654185,625304,0.0462,,,154.61,3442.37,,,,,,,,,,,,,,,,,,,,,,,,,10710.3777,,,
874,874,875,Jhansi,India,653879,642709,0.0174,160,,205.21,6005.35,15.0,19.0,25.0,30.0,35.0,34.0,31.0,30.0,30.0,27.0,22.0,17.0,26.0,156.63694267515925,20.019108280254777,7.1528662420382165,77.48407643312102,122.63694267515923,899.6496815286624,25.121019108280255,13.535031847133759,24.46496815286624,1.0,0.0,2337.9495,195.0,73.0,PM2.5
875,875,876,Neijiang,China,653866,645874,0.0124,,,154.61,3442.37,,,,,,,,,,,,,,,,,,,,,,,,,10710.3777,,,
876,876,877,Izhevsk,Russia,651601,651338,0.0004,,,181.39,4341.94,-14.0,-13.0,-5.0,4.0,13.0,17.0,19.0,17.0,11.0,3.0,-3.0,-10.0,3.0,,,,,,,,,,,,11427.845,,,
877,877,878,Memphis,United States,651011,651042,-0.0,789,76.749,151.34,7301.07,6.0,8.0,12.0,17.0,22.0,27.0,28.0,28.0,24.0,18.0,12.0,7.0,17.0,57.32692307692308,19.987179487179485,1.185897435897436,16.025641025641026,32.90384615384615,163.72435897435898,19.51923076923077,0.08333333333333333,0.26282051282051283,0.019230769230769232,0.0,66678.0263,173.0,28.0,PM2.5
878,878,879,Jamnagar,India,650977,644738,0.0097,,,205.21,6005.35,21.0,24.0,28.0,32.0,34.0,32.0,29.0,28.0,29.0,29.0,26.0,22.0,28.0,,,,,,,,,,,,2337.9495,,,
879,879,880,As-Suways,Egypt,649368,638229,0.0175,250.4,,235.07,8777.38,,,,,,,,,,,,,,56.142857142857146,11.571428571428571,0.5714285714285714,8.285714285714286,12.714285714285714,77.71428571428571,9.714285714285714,0.0,0.0,0.0,0.0,3178.2593,,,PM2.5
880,880,881,Erode,India,647988,634977,0.0205,,,205.21,6005.35,25.0,27.0,29.0,30.0,29.0,28.0,27.0,27.0,27.0,27.0,26.0,25.0,27.0,,,,,,,,,,,,2337.9495,,,
881,881,882,Doha,Qatar,646177,641380,0.0075,132,,142.05,7691.89,18.0,20.0,23.0,28.0,34.0,36.0,37.0,36.0,34.0,31.0,26.0,21.0,28.0,154.26282051282053,31.21153846153846,19.237179487179485,67.12820512820512,109.50641025641026,216.00641025641025,45.87179487179487,0.0,0.0,0.0,0.0,69614.7588,168.0,94.0,PM2.5
882,882,883,Pachuca de Soto,Mexico,646101,633453,0.02,,,176.1,7044.33,13.0,14.0,16.0,18.0,18.0,17.0,17.0,17.0,16.0,15.0,14.0,14.0,16.0,,,,,,,,,,,,9962.5973,,,
883,883,884,Haimen,China,645598,626067,0.0312,,,154.61,3442.37,,,,,,,,,,,,,,,,,,,,,,,,,10710.3777,,,
884,884,885,Chongjin,North Korea,645488,642447,0.0047,,,,,-5.0,-3.0,2.0,8.0,13.0,17.0,21.0,23.0,18.0,12.0,4.0,-3.0,9.0,,,,,,,,,,,,648.5331,,,
885,885,886,Chiclayo,Peru,645366,637255,0.0127,174.5,,216.44,5656.48,25.0,27.0,26.0,25.0,23.0,21.0,20.0,20.0,20.0,21.0,22.0,23.0,23.0,34.493589743589745,22.173076923076923,0.6025641025641025,8.66025641025641,13.717948717948717,67.7051282051282,1.2820512820512822,0.0,0.0,0.0,0.0,7319.1625,158.0,20.0,PM2.5
886,886,887,Wuhai,China,644895,630295,0.0232,1.754,,154.61,3442.37,,,,,,,,,,,,,,81.28481012658227,22.265822784810126,9.208860759493671,26.259493670886076,69.39873417721519,862.0443037974684,17.99367088607595,0.0,0.0,0.0,0.0,10710.3777,128.0,30.0,PM2.5
887,887,888,Hegang,China,644894,638855,0.0095,,,154.61,3442.37,,,,,,,,,,,,,,,,,,,,,,,,,10710.3777,,,
888,888,889,Sanya,China,644727,625290,0.0311,,,154.61,3442.37,22.0,24.0,25.0,28.0,29.0,29.0,29.0,29.0,28.0,27.0,25.0,23.0,27.0,,,,,,,,,,,,10710.3777,,,
889,889,890,Be'er Sheva,Israel,644278,637539,0.0106,117.5,,147.71,5481.93,14.0,14.0,16.0,19.0,22.0,25.0,27.0,28.0,27.0,24.0,20.0,15.0,21.0,123.15189873417721,30.031645569620252,1.1898734177215189,39.49367088607595,155.90506329113924,392.59493670886076,8.474683544303797,1.8670886075949367,10.30379746835443,0.20253164556962025,0.0,45958.0645,500.0,35.0,PM2.5
890,890,891,Durango,Mexico,642750,630982,0.0187,10.041,,176.1,7044.33,13.0,15.0,17.0,21.0,23.0,24.0,23.0,22.0,21.0,19.0,16.0,13.0,19.0,28.05095541401274,29.9171974522293,0.1337579617834395,2.7770700636942673,5.3630573248407645,130.38216560509554,3.8853503184713376,0.012738853503184714,0.12101910828025478,0.0,0.0,9962.5973,98.0,16.0,O3
891,891,892,Bokaro Steel City,India,642145,633551,0.0136,183,,205.21,6005.35,17.0,20.0,24.0,29.0,30.0,29.0,26.0,26.0,26.0,24.0,21.0,17.0,24.0,159.5506329113924,21.829113924050635,22.4873417721519,84.66455696202532,143.626582278481,1473.5696202531647,18.481012658227847,10.69620253164557,39.924050632911396,6.594936708860759,0.0,2337.9495,241.0,18.0,PM2.5
892,892,893,Wroclaw,Poland,642085,641401,0.0011,292.8,,109.92,3009.75,0.0,1.0,4.0,9.0,14.0,17.0,19.0,19.0,14.0,9.0,4.0,1.0,9.0,132.18987341772151,6.727848101265823,4.234177215189874,50.860759493670884,65.13291139240506,469.4177215189873,28.379746835443036,1.4873417721518987,37.24683544303797,1.5822784810126582,0.0,17019.1792,183.0,83.0,PM2.5
893,893,894,Irkutsk,Russia,641504,638843,0.0042,280,,181.39,4341.94,-18.0,-14.0,-6.0,3.0,10.0,16.0,19.0,16.0,9.0,2.0,-8.0,-15.0,1.0,,,,,,,,,,,,11427.845,,,
894,894,895,Barnaul,Russia,640396,639783,0.001,321,,181.39,4341.94,-16.0,-14.0,-6.0,5.0,13.0,18.0,20.0,18.0,11.0,4.0,-6.0,-12.0,3.0,,,,,,,,,,,,11427.845,,,
895,895,896,Nay Pyi Taw,Myanmar,639759,593596,0.0778,7.054,,,,22.0,24.0,27.0,31.0,30.0,29.0,28.0,28.0,28.0,27.0,25.0,23.0,27.0,,,,,,,,,,,,1302.8315,,,
896,896,897,Bulawayo,Zimbabwe,639722,638188,0.0024,1.707,,,,23.0,23.0,22.0,20.0,18.0,16.0,16.0,18.0,22.0,23.0,24.0,23.0,21.0,,,,,,,,,,,,1710.2907,,,
897,897,898,Miluo,China,639015,604159,0.0577,,,154.61,3442.37,,,,,,,,,,,,,,,,,,,,,,,,,10710.3777,,,
898,898,899,Venezia,Italy,638264,637245,0.0016,414.6,,132.76,4262.63,,,,,,,,,,,,,,76.6025641025641,13.102564102564102,0.38461538461538464,24.506410256410255,38.243589743589745,255.72435897435898,32.205128205128204,0.0,18.352564102564102,0.44871794871794873,0.0,34628.7455,133.0,37.0,PM2.5
899,899,900,Jambi,Indonesia,637037,626192,0.0173,205.4,,195.5,7119.87,27.0,27.0,27.0,28.0,28.0,28.0,27.0,27.0,28.0,28.0,27.0,27.0,27.0,49.82911392405063,26.379746835443036,1.0063291139240507,13.259493670886076,19.49367088607595,227.7405063291139,4.518987341772152,0.0,0.5253164556962026,0.0,0.0,4374.1938,108.0,28.0,PM2.5
900,900,901,Safaqis,Tunisia,636613,630175,0.0102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2944.9304,,,
901,901,902,Khabarovsk,Russia,636254,633151,0.0049,383,,181.39,4341.94,-20.0,-15.0,-7.0,5.0,13.0,19.0,22.0,20.0,14.0,5.0,-7.0,-18.0,2.0,46.666666666666664,19.666666666666668,1.0,12.0,17.333333333333332,223.83333333333334,6.833333333333333,0.0,0.0,0.0,0.0,11427.845,,,PM2.5
902,902,903,Herat,Afghanistan,635579,605575,0.0495,,,,,4.0,7.0,13.0,19.0,25.0,29.0,30.0,29.0,24.0,18.0,10.0,6.0,18.0,,,,,,,,,,,,519.1861,,,
903,903,904,Duesseldorf,Germany,635046,631942,0.0049,217.4,,104.79,2405.51,,,,,,,,,,,,,,63.02597402597402,10.974025974025974,1.051948051948052,18.22077922077922,35.577922077922075,219.1038961038961,33.51948051948052,21.876623376623378,5.246753246753247,0.6753246753246753,0.0,49548.2308,86.0,49.0,PM2.5
904,904,905,Belfast,United Kingdom,634594,630632,0.0063,115,25.5,132.6,4065.52,5.0,5.0,7.0,9.0,11.0,14.0,16.0,15.0,13.0,11.0,8.0,6.0,10.0,60.56962025316456,26.075949367088608,1.0822784810126582,17.126582278481013,29.4873417721519,100.86708860759494,26.158227848101266,6.8544303797468356,14.784810126582279,0.006329113924050633,0.0,42914.5839,134.0,35.0,PM2.5
905,905,906,Nasiriyah,Iraq,634492,616994,0.0284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5996.5007,,,
906,906,907,Stuttgart,Germany,633808,632692,0.0018,207.4,173.5,104.79,2405.51,0.0,1.0,4.0,8.0,13.0,16.0,18.0,17.0,13.0,9.0,4.0,1.0,9.0,46.120253164556964,14.60759493670886,0.3860759493670886,11.664556962025317,34.18354430379747,306.9113924050633,32.5253164556962,26.848101265822784,11.468354430379748,0.0,0.0,49548.2308,71.0,25.0,PM2.5
907,907,908,Verona,Italy,633128,629658,0.0055,,,132.76,4262.63,3.0,5.0,9.0,13.0,19.0,22.0,25.0,24.0,20.0,14.0,8.0,4.0,14.0,,,,,,,,,,,,34628.7455,,,
908,908,909,Raurkela,India,631310,622636,0.0139,,,205.21,6005.35,,,,,,,,,,,,,,,,,,,,,,,,,2337.9495,,,
909,909,910,Jubayl,Saudi Arabia,631060,605743,0.0418,,,131.58,6872.21,,,,,,,,,,,,,,,,,,,,,,,,,22355.5951,,,
910,910,911,Riga,Latvia,627763,630692,-0.0046,304,20.0,113.81,3538.59,-2.0,-2.0,1.0,6.0,12.0,15.0,18.0,17.0,13.0,7.0,3.0,-1.0,7.0,83.81645569620254,17.620253164556964,1.6708860759493671,27.835443037974684,46.58227848101266,204.0253164556962,26.075949367088608,0.2088607594936709,0.14556962025316456,0.0,0.0,20408.7754,144.0,35.0,PM2.5
911,911,912,Bandar Abbas,Iran,627174,606633,0.0339,27.316,,215.39,7161.07,17.0,19.0,22.0,27.0,31.0,34.0,35.0,34.0,32.0,29.0,24.0,19.0,27.0,88.0,17.0,2.4,29.4,50.6,200.4,30.6,0.0,0.0,0.0,0.0,5829.7217,,,PM2.5
912,912,913,Kolhapur,India,626791,619358,0.012,66.82,,205.21,6005.35,25.0,26.0,27.0,29.0,30.0,28.0,27.0,27.0,27.0,28.0,28.0,27.0,27.0,114.07692307692308,32.35897435897436,2.628205128205128,41.12179487179487,71.77564102564102,376.09615384615387,21.692307692307693,3.8846153846153846,9.705128205128204,0.7564102564102564,0.0,2337.9495,156.0,76.0,PM2.5
913,913,914,Bacolod,Philippines,624783,613437,0.0185,161.4,,192.88,6379.59,26.0,27.0,28.0,29.0,29.0,28.0,28.0,28.0,28.0,28.0,28.0,27.0,28.0,56.26797385620915,32.76470588235294,0.1111111111111111,14.941176470588236,36.529411764705884,119.93464052287581,9.84967320261438,0.058823529411764705,0.1437908496732026,0.013071895424836602,0.0,3503.4562,109.0,45.0,PM2.5
914,914,915,Seregno,Italy,624706,619871,0.0078,,,132.76,4262.63,,,,,,,,,,,,,,,,,,,,,,,,,34628.7455,,,
915,915,916,Ulyanovsk,Russia,624103,624896,-0.0013,622.5,,181.39,4341.94,-12.0,-12.0,-4.0,6.0,14.0,18.0,20.0,19.0,13.0,5.0,-1.0,-7.0,5.0,62.15686274509804,19.947712418300654,1.1764705882352942,17.647058823529413,27.34640522875817,142.55555555555554,17.555555555555557,0.0,0.0,0.0,0.0,11427.845,84.0,40.0,PM2.5
916,916,917,Uvira,DR Congo,622862,589731,0.0562,,,,,27.0,27.0,27.0,28.0,27.0,25.0,24.0,25.0,26.0,27.0,27.0,26.0,26.0,,,,,,,,,,,,568.0465,,,
917,917,918,Al-Ain,United Arab Emirates,622675,610887,0.0193,15.100,,168.78,7981.74,,,,,,,,,,,,,,142.875,33.33552631578947,2.1973684210526314,56.67763157894737,102.73684210526316,161.71052631578948,27.31578947368421,0.0,0.0,0.0,0.0,44953.0577,162.0,61.0,PM2.5
918,918,919,Bari,Italy,622590,622377,0.0003,117,,132.76,4262.63,9.0,9.0,11.0,14.0,18.0,22.0,25.0,25.0,21.0,17.0,13.0,10.0,16.0,31.19607843137255,24.88235294117647,0.39215686274509803,5.8431372549019605,10.156862745098039,231.58169934640523,7.065359477124183,0.0,0.21568627450980393,0.6601307189542484,0.0,34628.7455,153.0,13.0,O3
919,919,920,Yulin Guangxi,China,622115,613668,0.0138,12.828,,154.61,3442.37,,,,,,,,,,,,,,92.01333333333334,30.16,2.3466666666666667,31.44,65.91333333333333,281.2133333333333,16.466666666666665,2.3266666666666667,12.42,0.006666666666666667,0.0,10710.3777,140.0,37.0,PM2.5
920,920,921,Ajmer,India,621505,613617,0.0129,8.481,,205.21,6005.35,16.0,20.0,25.0,30.0,34.0,34.0,31.0,29.0,29.0,28.0,22.0,18.0,26.0,136.7058823529412,23.666666666666668,5.117647058823529,53.39869281045752,136.87581699346404,748.59477124183,29.405228758169933,5.235294117647059,31.69281045751634,5.673202614379085,0.0,2337.9495,174.0,88.0,PM2.5
921,921,922,Kuching,Malaysia,621114,611566,0.0156,450,,169.71,7772.73,26.0,27.0,27.0,28.0,28.0,28.0,28.0,28.0,28.0,27.0,27.0,27.0,27.0,105.6797385620915,23.326797385620914,0.5359477124183006,37.04575163398693,51.58169934640523,303.3529411764706,16.875816993464053,0.013071895424836602,0.0718954248366013,0.0196078431372549,0.0,12264.5418,154.0,29.0,PM2.5
922,922,923,Bissau,Guinea-Bissau,620974,599714,0.0355,77,,,,26.0,27.0,28.0,29.0,29.0,29.0,28.0,27.0,28.0,28.0,28.0,26.0,28.0,123.0,10.0,1.0,39.5,53.0,559.5,27.5,0.0,0.0,0.0,0.0,828.0848,,,PM2.5
